,執行單位,標案名稱,詳細連結
15582,台灣自來水股份有限公司第四區管理處台中給水廠,台中給水廠南工區管線設備修理工程(原契約後續擴充),http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R212524242A382B39&iprjno=33201P21222B23282E2C2F2D2L2O2J2P&iuid=3T3F4C4C3N4E3Q4A
15583,台灣自來水股份有限公司第四區管理處台中給水廠,台中給水廠北工區含太平消防栓修理暨閥栓箱周邊樹脂水泥整平工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R212524242A382B39&iprjno=33201P21222C23282E2C2F2D2M2K&iuid=3T3F4C4C3N4E3Q4A
15584,台灣自來水股份有限公司第四區管理處台中給水廠,台中給水廠北工區管線設備修理工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R212524242A382B39&iprjno=33201P21222C23282E2C2F2D2N2L2M&iuid=3T3F4C4C3N4E3Q4A
15585,台灣自來水股份有限公司第四區管理處台中給水廠,台中給水廠南工區管線設備修理工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R212524242A382B39&iprjno=33201P21222C23282E2C2F2D2N2K31&iuid=3T3F4C4C3N4E3Q4A
15586,台灣自來水股份有限公司第四區管理處台中給水廠,第四區管理處管線設備搶修工程(原契約後續擴充),http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R212524242A382B39&iprjno=33201P21222A23282E2C2F2D2M2R2J2S&iuid=3T3F4C4C3N4E3Q4A
15587,台灣自來水股份有限公司第四區管理處台中給水廠,台中地區(台中給水廠)路面刨鋪工程(原契約後續擴充),http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R212524242A382B39&iprjno=33201P21222B23282E2C2F2D2M2L2J2P&iuid=3T3F4C4C3N4E3Q4A
15588,台灣自來水股份有限公司第四區管理處台中給水廠,台中給水廠北工區管線設備修理工程(原契約後續擴充),http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R212524242A382B39&iprjno=33201P21222B23282E2C2F2D2L2N2J2P&iuid=3T3F4C4C3N4E3Q4A
15589,台灣自來水股份有限公司第四區管理處台中給水廠,第四區管理處(大口徑)管線設備搶修工程(原契約後續擴充),http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R212524242A382B39&iprjno=33201P21222C23282E2C2F2D2L2M2J2P&iuid=3T3F4C4C3N4E3Q4A
15590,台灣自來水股份有限公司第四區管理處大雅營運所,清水、大雅營運所管線設備修理工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R212524242A372G39&iprjno=33201P21222B23282E2C2F2D2L2L&iuid=3T3F4C4C3N4E3Q4A
15591,台灣自來水股份有限公司第四區管理處沙鹿營運所,清水、沙鹿、大雅管線單價採購工程(108年度),http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R212524242A372E39&iprjno=1P1Q252225&iuid=3T3F4C4C3N4E3Q4A
15592,台灣電力股份有限公司輸變電工程處中區施工處,(1)后里~豐洲161kV線#2~#5鐵塔工程(2)中科E/S NO.2自耦變壓器室及33kV 併聯電抗器室封牆拆裝工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R2123232M2C282B39&iprjno=20212320282927282F2F&iuid=3T3F4C4C3N4E3Q4A
15593,台灣電力股份有限公司輸變電工程處中區施工處,豐洲~潭寶161kV線(堤南路、豐工路段)電纜管路工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R2123232M2C282B39&iprjno=20212320282927282B2E&iuid=3T3F4C4C3N4E3Q4A
15594,台灣電力股份有限公司輸變電工程處中區施工處,中火~中科345kV線#30~#59更換超耐熱導線暨中火~后里分歧中科OPGW架線機電工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R2123232M2C282B39&iprjno=202123202A2927282F2I&iuid=3T3F4C4C3N4E3Q4A
15595,台灣電力股份有限公司台中供電區營運處,107年度零星土木積點工程台中段(第一期),http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R2123232L2D2H2E39&iprjno=1S241S20282B28282D2G&iuid=3T3F4C4C3N4E3Q4A
15596,台灣電力股份有限公司台中供電區營運處,108年度零星土木積點工程台中段,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R2123232L2D2H2E39&iprjno=1S241S202A2B28282A2E&iuid=3T3F4C4C3N4E3Q4A
15597,台灣電力股份有限公司台中供電區營運處,108~109年度台中、豐原分隊輸電架空線路設備零星積點工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R2123232L2D2H2E39&iprjno=1S241S202A2B28282C2F&iuid=3T3F4C4C3N4E3Q4A
15598,台灣電力股份有限公司台中區營業處,台中區營業處108年丙工區配電外線工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R2123232L27292A39&iprjno=1P1Q23202A2B26282A2H&iuid=3T3F4C4C3N4E3Q4A
15599,台灣電力股份有限公司台中區營業處,台中區營業處108年甲工區配電管路工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R2123232L27292A39&iprjno=1P1Q23202A2B26282A2D&iuid=3T3F4C4C3N4E3Q4A
15600,台灣電力股份有限公司台中區營業處,台中區營業處107年乙工區配電管路工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R2123232L27292A39&iprjno=1P1Q2320292B26282A2E&iuid=3T3F4C4C3N4E3Q4A
15601,台灣電力股份有限公司台中區營業處,台中區營業處107年丁工區零星配電外線工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R2123232L27292A39&iprjno=1P1Q2320292B26282B2F&iuid=3T3F4C4C3N4E3Q4A
15602,台灣電力股份有限公司台中區營業處,中調801號配電饋線自動化第12期工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R2123232L27292A39&iprjno=1P1Q2320292B26282B2H&iuid=3T3F4C4C3N4E3Q4A
15603,台灣電力股份有限公司台中區營業處,台中區營業處108年丁工區配電外線工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R2123232L27292A39&iprjno=1P1Q23202A2B26282A2I&iuid=3T3F4C4C3N4E3Q4A
15604,苗栗縣政府農業處漁業科,107年龍鳳、外埔、通霄、苑港及苑裡漁港港區警示燈、導航燈重建工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232424272M29372C47&iprjno=1O241S26293N&iuid=3T3F4C4C3N4E3Q4A
15605,苗栗縣政府工務處養護科,縣道140線14K+500至25K+720部份路段路面改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232424272M27372H47&iprjno=1O241T28243N&iuid=3T3F4C4C3N4E3Q4A
15606,苗栗縣政府工務處道路管理科,108年度苗栗縣寬頻管道設施維修工程(開口契約)後續擴充,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232424272M27372G47&iprjno=1O241S20233N2329&iuid=3T3F4C4C3N4E3Q4A
15607,苗栗縣政府工務處道路管理科,108年度苗栗縣縣道管挖路段鋪面改善工程（開口契約),http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232424272M27372G47&iprjno=1P1Q2621262D&iuid=3T3F4C4C3N4E3Q4A
15608,苗栗縣政府工務處交通規劃科,108年度交通工程新增、改善、汰渙、搶修(開口契約),http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232424272M27372E47&iprjno=1O2320202B3N&iuid=3T3F4C4C3N4E3Q4A
15609,苗栗縣政府工務處交通規劃科,108年度交通工程(開口契約)-標誌、標線、反射鏡,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232424272M27372E47&iprjno=1O232024223N&iuid=3T3F4C4C3N4E3Q4A
15610,苗栗縣政府工務處交通規劃科,108年度交通工程(開口契約)-號誌暨代辦新設號誌工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232424272M27372E47&iprjno=1O232021283N&iuid=3T3F4C4C3N4E3Q4A
15611,苗栗縣政府工務處土木科,「苗栗縣北橫公路斗煥坪至三灣段工程」,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232424272M27372C47&iprjno=1P1Q2421242B2O&iuid=3T3F4C4C3N4E3Q4A
15612,苗栗縣政府水利處下水道科,108年度污水下水道管線清淤、維護及零星工程(開口合約),http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232424272L2B382B47&iprjno=1P1Q26202725&iuid=3T3F4C4C3N4E3Q4A
15613,行政院農業委員會水土保持局臺中分局,108年苗栗定期預約緊急處理與維護工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R20232027242E282A35&iprjno=1P1Q261R2J2O2R252A2E2B2I2F2K2M2Q&iuid=3T3F4C4C3N4E3Q4A
15614,交通部公路總局第二區養護工程處苗栗工務段,108年度苗栗段轄區省道挖掘路面零星及擇要修復工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R2322272428282B3B&iprjno=1P1Q261R222526282I&iuid=3T3F4C4C3N4E3Q4A
15615,交通部公路總局第二區養護工程處苗栗工務段,時空資訊雲計畫交控設施工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R2322272428282B3B&iprjno=1P1Q261R2225262A2D&iuid=3T3F4C4C3N4E3Q4A
15616,交通部公路總局第二區養護工程處苗栗工務段,台61線西濱快速公路路燈電線老舊改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R2322272428282B3B&iprjno=1P1Q261R222526292E&iuid=3T3F4C4C3N4E3Q4A
15617,交通部公路總局第二區養護工程處苗栗工務段,108年度苗栗段轄區省道橋梁維修改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R2322272428282B3B&iprjno=1P1Q261R222526292F&iuid=3T3F4C4C3N4E3Q4A
15618,交通部公路總局第二區養護工程處苗栗工務段,苗栗工務段轄區隧道緊急照明增設工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R2322272428282B3B&iprjno=1P1Q261R222526292H&iuid=3T3F4C4C3N4E3Q4A
15619,交通部公路總局第二區養護工程處苗栗工務段,苗栗工務段轄區省道路燈老舊改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R2322272428282B3B&iprjno=1P1Q261R2225262A2E&iuid=3T3F4C4C3N4E3Q4A
15620,交通部公路總局第二區養護工程處苗栗工務段,108年度苗栗段轄區省道瀝青鋪面零星及擇要路段修補工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R2322272428282B3B&iprjno=1P1Q251R2225262C2B&iuid=3T3F4C4C3N4E3Q4A
15621,交通部公路總局第二區養護工程處苗栗工務段,108年度苗栗段轄區省道交通安全設施改善及災害搶修工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R2322272428282B3B&iprjno=1P1Q251R2225262C2H&iuid=3T3F4C4C3N4E3Q4A
15622,交通部公路總局第二區養護工程處苗栗工務段,"台3線137K-141K,145K-149K挖掘路面修復工程",http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R2322272428282B3B&iprjno=1P1Q261R2225262A2B&iuid=3T3F4C4C3N4E3Q4A
15623,交通部臺灣鐵路管理局專案工程處臺中施工隊,臺鐵成功追分段鐵路雙軌化新建工程(周邊路線改善-臺中線軌道部分),http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R23212A2Q272A2E3B&iprjno=2M1Q2320292N27282F2L3K&iuid=3T3F4C4C3N4E3Q4A
15624,台灣自來水股份有限公司中區工程處,三義交流道至三義減壓池1000m/m管線接續工程(潛盾),http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R2125242628282A39&iprjno=33301P202821262B2B2I2B2G2M&iuid=3T3F4C4C3N4E3Q4A
15625,台灣自來水股份有限公司中區工程處,竹科四期-伯公坑加壓站改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R2125242628282A39&iprjno=33301S272227272B2A2E&iuid=3T3F4C4C3N4E3Q4A
15626,台灣自來水股份有限公司第三區管理處,苗栗市文發路汰換管線工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R2125242429282A39&iprjno=2S2E1P202921262B2B2F2B2G2L&iuid=3T3F4C4C3N4E3Q4A
15627,台灣自來水股份有限公司第三區管理處,銅鑼科學園區北側住宅及工商綜合開發案供水機電工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R2125242429282A39&iprjno=332T1P202921262B2B2I2B2G2L&iuid=3T3F4C4C3N4E3Q4A
15628,台灣自來水股份有限公司第三區管理處,永和山水庫田美攔河堰修復工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R2125242429282A39&iprjno=1P1Q251R2429262D2B2F2E2L2F2L&iuid=3T3F4C4C3N4E3Q4A
15629,台灣自來水股份有限公司第三區管理處,通霄銅鑼營運所107年度用戶外線新(改)裝工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R2125242429282A39&iprjno=2D2K1P20292126282D332B2G2J2H2M2P&iuid=3T3F4C4C3N4E3Q4A
15630,台灣自來水股份有限公司第三區管理處,通霄銅鑼營運所轄區管線工程單價採購(107年),http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R2125242429282A39&iprjno=2N2O331R23242D&iuid=3T3F4C4C3N4E3Q4A
15631,台灣自來水股份有限公司第三區管理處,苗栗營運所107年度用戶外線新（改）裝工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R2125242429282A39&iprjno=2D2K1P20292126282D302B2G2J2H2M2P&iuid=3T3F4C4C3N4E3Q4A
15632,台灣自來水股份有限公司第三區管理處,苗栗營運所轄區管線工程單價採購(107年),http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R2125242429282A39&iprjno=2N2O2H1R23242D&iuid=3T3F4C4C3N4E3Q4A
15633,台灣自來水股份有限公司第三區管理處,106年苗栗所配合營建署汙水下水道系統管線遷移工程(開口契約),http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R2125242429282A39&iprjno=332T1P202821262B2B2F2B2G2J&iuid=3T3F4C4C3N4E3Q4A
15634,台灣自來水股份有限公司第三區管理處,苗栗營運所轄區管線工程單價採購(108年),http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R2125242429282A39&iprjno=2N2O2H1R23242E&iuid=3T3F4C4C3N4E3Q4A
15635,台灣自來水股份有限公司第三區管理處,苗栗縣銅鑼科學園區北側住宅區供水管線工程、工商綜合區供水管線工程(併案),http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R2125242429282A39&iprjno=332T1P202821262B2B2I2B2G2J2K2O&iuid=3T3F4C4C3N4E3Q4A
15636,台灣自來水股份有限公司第三區管理處,三義鄉西湖村下湖汰換管線工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R2125242429282A39&iprjno=2S2E1P202921262B2B2I2B2G2J&iuid=3T3F4C4C3N4E3Q4A
15637,台灣自來水股份有限公司第三區管理處,南庄鄉1-3-1中小區管線汰換工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R2125242429282A39&iprjno=2S2E1P202921262B2C2E2B2G2J&iuid=3T3F4C4C3N4E3Q4A
15638,台灣自來水股份有限公司第三區管理處,竹南頭份所、東興廠轄區管線工程單價採購(107年),http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R2125242429282A39&iprjno=2N2O2S1R23242D&iuid=3T3F4C4C3N4E3Q4A
15639,台灣自來水股份有限公司第三區管理處,北勢大橋附掛供水管線橫隔樑鋼筋裸露補修工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R2125242429282A39&iprjno=33301P202921262B2B2F2B2G2R&iuid=3T3F4C4C3N4E3Q4A
15640,台灣自來水股份有限公司第三區管理處,配合頭份市汙水下水道管線遷移工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R2125242429282A39&iprjno=332T1P202921262B2B2H2B2G2J&iuid=3T3F4C4C3N4E3Q4A
15641,台灣自來水股份有限公司第三區管理處,苗栗市嘉新里五谷路汰換管線工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R2125242429282A39&iprjno=2S2E1P202921262B2B2F2B2G2K&iuid=3T3F4C4C3N4E3Q4A
15642,台灣自來水股份有限公司第三區管理處,108年苗栗營運所管線修漏工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R2125242429282A39&iprjno=2G1T1P21222B23292I2L&iuid=3T3F4C4C3N4E3Q4A
15643,台灣中油股份有限公司天然氣事業部公用天然氣營業處,苗服轄區公用用戶裝置單價發包工程(108),http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R212522282F282I39&iprjno=2M2G2F20292726282E2I&iuid=3T3F4C4C3N4E3Q4A
15644,台灣中油股份有限公司天然氣事業部公用天然氣營業處,苗服轄區 (公館地區)整壓站增設防災設施單價發包工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R212522282F282I39&iprjno=2M2F2G202A2727282A2G&iuid=3T3F4C4C3N4E3Q4A
15645,台灣中油股份有限公司天然氣事業部公用天然氣營業處,苗服轄區道路柏油路面刨除加封瀝青單價發包工程(108),http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R212522282F282I39&iprjno=2M2D2G202A2727282A2E&iuid=3T3F4C4C3N4E3Q4A
15646,台灣中油股份有限公司天然氣事業部公用天然氣營業處,苗服轄區公用用戶裝置單價發包工程（108-1）,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R212522282F282I39&iprjno=2M2G2F202A2727282A2K&iuid=3T3F4C4C3N4E3Q4A
15647,台灣中油股份有限公司天然氣事業部公用天然氣營業處,苗服轄區搶修及重置汰換單價發包工程（108）,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R212522282F282I39&iprjno=2M2G2F202A2727282A2G&iuid=3T3F4C4C3N4E3Q4A
15648,台灣電力股份有限公司綜合施工處,通霄電廠更新擴建計畫345kV氣體絕緣開關及附屬設備工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R2123232N27372D39&iprjno=201Q20202529272B2A2F&iuid=3T3F4C4C3N4E3Q4A
15649,台灣電力股份有限公司綜合施工處,通霄電廠更新擴建計畫345kV開關場監控保護及輔助電力設備暨電力監控(SCADA)設備工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R2123232N27372D39&iprjno=201Q20202429272B2B2D&iuid=3T3F4C4C3N4E3Q4A
15650,台灣電力股份有限公司綜合施工處,通霄發電廠161kV#1BUS及69kV T1-69、T2-69主變壓器與69kV GIS(#1、#2)單匯流排保護電驛盤汰換工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R2123232N27372D39&iprjno=201Q2020292B26282A2D&iuid=3T3F4C4C3N4E3Q4A
15651,台灣電力股份有限公司輸變電工程處南區施工處,345kV天輪~龍潭山、海線#73~#75、#77~#82鐵塔改建工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R2123232M2C282C39&iprjno=20212420292927282E2D&iuid=3T3F4C4C3N4E3Q4A
15652,台灣電力股份有限公司輸變電工程處中區施工處,通霄雙分歧峨眉~后里延緊線改接及通霄~義和線#1鐵塔裝建工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R2123232M2C282B39&iprjno=20212320292927282E2G&iuid=3T3F4C4C3N4E3Q4A
15653,台灣電力股份有限公司輸變電工程處中區施工處,通霄~義和345kV線#67及義和開閉所出口#26B、#26E鐵塔暨延緊線等工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R2123232M2C282B39&iprjno=20212320282927282B2G&iuid=3T3F4C4C3N4E3Q4A
15654,台灣電力股份有限公司輸變電工程處中區施工處,通霄~義和345kV線#50、#57~#63鐵塔及#49~#51、#56~#62延緊線工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R2123232M2C282B39&iprjno=20212320272927282A2L&iuid=3T3F4C4C3N4E3Q4A
15655,台灣電力股份有限公司輸變電工程處中區施工處,161kV通霄~苗栗一、二路(苗栗P/S出口段)電纜管路工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R2123232M2C282B39&iprjno=20212320282927282D2G&iuid=3T3F4C4C3N4E3Q4A
15656,台灣電力股份有限公司輸變電工程處中區施工處,通霄~義和345kV線#9~#13(#10空號)、#38~#40鐵塔及延緊線工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R2123232M2C282B39&iprjno=20212320262927282A2L&iuid=3T3F4C4C3N4E3Q4A
15657,台灣電力股份有限公司核能火力發電工程處中部施工處,通霄電廠更新擴建計畫廢棄物暫存區(一)及(二)新建工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R2123232M2B282J39&iprjno=202324202829272B2B2D&iuid=3T3F4C4C3N4E3Q4A
15658,台灣電力股份有限公司核能火力發電工程處中部施工處,通霄電廠更新擴建計畫行政大樓新建工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R2123232M2B282J39&iprjno=202324202729272B2A2G&iuid=3T3F4C4C3N4E3Q4A
15659,台灣電力股份有限公司新桃供電區營運處,345KV天輪~龍潭線#92塔基改建工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R2123232L2D2H2C39&iprjno=1S232320292B29282B2J&iuid=3T3F4C4C3N4E3Q4A
15660,台灣電力股份有限公司新桃供電區營運處,161kV苗栗~銅平線#20塔基排水改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R2123232L2D2H2C39&iprjno=1S232320292B28282A2L&iuid=3T3F4C4C3N4E3Q4A
15661,台灣電力股份有限公司新桃供電區營運處,345KV天輪~龍潭線#94塔基改建工程(含6座塔基地質鑽探、水土保持申辦事項),http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R2123232L2D2H2C39&iprjno=1S2323202A2B29282A2F&iuid=3T3F4C4C3N4E3Q4A
15662,台灣電力股份有限公司苗栗區營業處,苗栗區營業處107年全工區零星配電管路工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R2123232L27282J39&iprjno=1P1S2020292B26282A2K&iuid=3T3F4C4C3N4E3Q4A
15663,台灣電力股份有限公司苗栗區營業處,苗栗區營業處107年橋樑附掛、推進、潛鑽、管中管及配電場室部分設施工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R2123232L27282J39&iprjno=1P1S2020292B26282A2I&iuid=3T3F4C4C3N4E3Q4A
15664,台灣電力股份有限公司苗栗區營業處,苗栗區營業處108年甲工區配電外線工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R2123232L27282J39&iprjno=1P1S20202A2B26282A2D&iuid=3T3F4C4C3N4E3Q4A
15665,台灣電力股份有限公司苗栗區營業處,苗栗區營業處108年乙工區配電外線工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R2123232L27282J39&iprjno=1P1S20202A2B26282A2F&iuid=3T3F4C4C3N4E3Q4A
15666,台灣電力股份有限公司苗栗區營業處,苗栗區營業處108年全工區配電管路工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R2123232L27282J39&iprjno=1P1S20202A2B26282A2G&iuid=3T3F4C4C3N4E3Q4A
15667,新竹縣政府交通旅遊處,107年度新竹縣道路標誌標線維護工程（開口契約）,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232424262N2C282A47&iprjno=421R1S271T2427&iuid=3T3F4C4C3N4E3Q4A
15668,新竹縣政府交通旅遊處,108年度新竹縣道路標誌標線維護工程（開口契約）,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232424262N2C282A47&iprjno=301R1S281T25&iuid=3T3F4C4C3N4E3Q4A
15669,新竹縣政府交通旅遊處,108年度交通號誌維修、新設工程（開口契約）,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232424262N2C282A47&iprjno=2T2O1T202A2427&iuid=3T3F4C4C3N4E3Q4A
15670,新竹縣政府交通旅遊處,107年度交通號誌維修、新設工程（開口契約）,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232424262N2C282A47&iprjno=2T2O1T20292427&iuid=3T3F4C4C3N4E3Q4A
15671,新竹縣政府工務處下水道科,106年污水下水道設施維護及公共連接管新設工程(開口契約),http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232424262M27372E47&iprjno=1P1Q24353B24262H&iuid=3T3F4C4C3N4E3Q4A
15672,新竹縣政府工務處下水道科,107年污水下水道設施維護及公共連接管新設工程(開口契約),http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232424262M27372E47&iprjno=1P1Q25353B24272D&iuid=3T3F4C4C3N4E3Q4A
15673,新竹縣政府工務處養護科,108年度縣道養護及改善工程(122線)(開口契約）,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232424262M27372C47&iprjno=2D1R1S281T2426292E&iuid=3T3F4C4C3N4E3Q4A
15674,新竹縣政府工務處養護科,新竹縣轄區橋梁維修暨重建工程(開口契約),http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232424262M27372C47&iprjno=2D1R1S281T24262B2I&iuid=3T3F4C4C3N4E3Q4A
15675,新竹縣政府工務處養護科,108年縣道120線天然災害搶修搶險暨小型復建工程(開口契約),http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232424262M27372C47&iprjno=2D1R1S281T24262A2H&iuid=3T3F4C4C3N4E3Q4A
15676,新竹縣政府工務處養護科,107年度縣轄道路管線挖掘及用戶接管路面修復工程(開口契約)-A區-1,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232424262M27372C47&iprjno=2D1R1S281T24262A2F292F&iuid=3T3F4C4C3N4E3Q4A
